"";"Rk";"Player";"Age";"Pos";"Tm";"G";"GS";"MP";"FG";"FGA";"FG.";"T3P";"T3PA";"T3P.";"T2P";"T2PA";"T2P.";"eFG.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS";"FP";"FPM"
"466";466;"Derrick Williams";25;"PF";"MIA, CLE";50;11;804;108;244;0,442622950819672;30;97;0,309278350515464;78;147;0,530612244897959;0,504098360655738;58;89;0,651685393258427;19;111;130;28;14;7;28;60;304;402;0,5
"467";467;"Lou Williams";30;"SG";"LAL, HOU";81;1;1994;428;998;0,428857715430862;163;446;0,365470852017937;265;552;0,480072463768116;0,510521042084168;402;457;0,87964989059081;26;176;202;239;80;20;160;92;1421;1681,5;0,843279839518556
"468";468;"Marvin Williams";30;"PF";"CHO";76;76;2295;297;704;0,421875;124;354;0,350282485875706;173;350;0,494285714285714;0,509943181818182;131;150;0,873333333333333;89;411;500;106;58;53;60;134;849;1494,5;0,65119825708061
"469";469;"Reggie Williams";30;"SF";"NOP";6;0;79;8;23;0,347826086956522;5;11;0,454545454545455;3;12;0,25;0,456521739130435;6;7;0,857142857142857;2;4;6;4;3;0;0;2;27;40;0,506329113924051
"470";470;"Troy Williams";22;"SF";"MEM, HOU";30;16;557;73;167;0,437125748502994;18;62;0,290322580645161;55;105;0,523809523809524;0,491017964071856;21;32;0,65625;15;54;69;25;27;10;32;60;185;269;0,48294434470377
"471";471;"Kyle Wiltjer";24;"PF";"HOU";14;0;44;4;14;0,285714285714286;4;13;0,307692307692308;0;1;0;0,428571428571429;1;2;0,5;4;6;10;2;3;1;5;4;13;21,5;0,488636363636364
"472";472;"Justise Winslow";20;"SF";"MIA";18;15;625;80;225;0,355555555555556;7;35;0,2;73;190;0,384210526315789;0,371111111111111;29;47;0,617021276595745;23;71;94;66;26;6;33;52;196;350;0,56
"473";473;"Jeff Withey";26;"C";"UTA";51;1;432;55;103;0,533980582524272;0;1;0;55;102;0,53921568627451;0,533980582524272;36;48;0,75;52;69;121;7;16;32;14;52;146;345;0,798611111111111
"474";474;"Christian Wood";21;"PF";"CHO";13;0;107;12;23;0,521739130434783;0;5;0;12;18;0,666666666666667;0,521739130434783;11;15;0,733333333333333;14;15;29;2;3;6;7;11;35;71,5;0,668224299065421
"475";475;"Metta World Peace";37;"SF";"LAL";25;2;160;19;68;0,279411764705882;9;38;0,236842105263158;10;30;0,333333333333333;0,345588235294118;10;16;0,625;5;15;20;11;10;2;7;18;57;84;0,525
"476";476;"Brandan Wright";29;"PF";"MEM";28;5;447;83;135;0,614814814814815;0;1;0;83;134;0,619402985074627;0,614814814814815;23;35;0,657142857142857;31;47;78;15;11;20;10;42;189;322,5;0,721476510067114
"477";477;"Delon Wright";24;"PG";"TOR";27;0;446;49;116;0,422413793103448;10;30;0,333333333333333;39;86;0,453488372093023;0,46551724137931;42;55;0,763636363636364;16;32;48;57;27;11;25;31;150;306;0,68609865470852
"478";478;"James Young";21;"SG";"BOS";29;0;220;25;58;0,431034482758621;12;35;0,342857142857143;13;23;0,565217391304348;0,53448275862069;6;9;0,666666666666667;6;20;26;4;10;2;4;15;68;103;0,468181818181818
"479";479;"Joe Young";24;"PG";"IND";33;0;135;26;72;0,361111111111111;5;23;0,217391304347826;21;49;0,428571428571429;0,395833333333333;11;15;0,733333333333333;1;16;17;15;4;0;5;5;68;88,5;0,655555555555556
"480";480;"Nick Young";31;"SG";"LAL";60;60;1556;272;633;0,429699842022117;170;421;0,403800475059382;102;212;0,481132075471698;0,563981042654028;77;90;0,855555555555556;25;113;138;58;37;14;36;137;791;900,5;0,578727506426735
"481";481;"Thaddeus Young";28;"PF";"IND";74;74;2237;362;687;0,526928675400291;45;118;0,38135593220339;317;569;0,557117750439367;0,559679767103348;45;86;0,523255813953488;131;317;448;122;113;29;95;135;814;1482,5;0,662717925793473
"482";482;"Cody Zeller";24;"PF";"CHO";62;58;1725;253;443;0,571106094808126;0;1;0;253;442;0,572398190045249;0,571106094808126;133;196;0,678571428571429;135;270;405;99;62;58;65;189;639;1293;0,749565217391304
"483";483;"Tyler Zeller";27;"C";"BOS";51;5;525;78;158;0,493670886075949;0;1;0;78;157;0,496815286624204;0,493670886075949;22;39;0,564102564102564;43;81;124;42;7;21;20;61;178;375;0,714285714285714
"484";484;"Stephen Zimmerman";20;"C";"ORL";19;0;108;10;31;0,32258064516129;0;0;NA;10;31;0,32258064516129;0,32258064516129;3;5;0,6;11;24;35;4;2;5;3;17;23;68;0,62962962962963
"485";485;"Paul Zipser";22;"SF";"CHI";44;18;843;88;221;0,398190045248869;33;99;0,333333333333333;55;122;0,450819672131148;0,472850678733032;31;40;0,775;15;110;125;36;15;16;40;78;240;355,5;0,421708185053381
"486";486;"Ivica Zubac";19;"C";"LAL";38;11;609;126;238;0,529411764705882;0;3;0;126;235;0,536170212765957;0,529411764705882;32;49;0,653061224489796;41;118;159;30;14;33;30;66;284;493;0,80952380952381
